id,date,kWh
1,2023-05-11 6:00,3.279
2,2023-05-11 7:00,17.545
3,2023-05-11 8:00,45.835
4,2023-05-11 9:00,95.306
5,2023-05-11 10:00,122.057
6,2023-05-11 11:00,8.852
7,2023-05-11 16:00,20.134
8,2023-05-11 17:00,87.522
9,2023-05-11 18:00,49.381
10,2023-05-11 19:00,8.381
11,2017-12-17 0:00,0.118
12,2017-12-17 1:00,0.114
13,2017-12-17 2:00,0.113
14,2017-12-17 3:00,0.112
15,2017-12-17 4:00,0.115
16,2017-12-17 5:00,0.118
17,2017-12-17 6:00,0.118
18,2017-12-17 7:00,0.119
19,2017-12-17 8:00,0.115
20,2017-12-17 9:00,3.076
21,2017-12-17 10:00,11.492
22,2017-12-17 11:00,20.767
23,2017-12-17 12:00,39.152
24,2017-12-17 13:00,26.005
25,2017-12-17 14:00,20.136
26,2017-12-17 15:00,28.38
27,2017-12-17 16:00,4.759
28,2017-11-29 8:00,7.493
29,2017-11-29 9:00,31.395
30,2017-11-29 10:00,48.212
31,2017-11-29 11:00,193.062
32,2017-11-29 12:00,343.759
33,2017-11-29 13:00,288.428
34,2017-11-29 14:00,85.649
35,2017-11-29 15:00,28.814
36,2017-11-29 16:00,2.561
37,2017-11-29 17:00,0.093
38,2017-11-29 18:00,0.113
39,2017-11-29 19:00,0.106
40,2017-11-29 20:00,0.109
41,2017-11-29 21:00,0.111
42,2017-11-29 22:00,0.111
43,2017-11-29 23:00,0.11
44,2018-01-28 8:00,2.569
45,2018-01-28 9:00,11.975
46,2018-01-28 10:00,30.589
47,2018-01-28 11:00,38.334
48,2018-01-28 12:00,42.004
49,2018-01-28 13:00,24.465
50,2018-01-28 14:00,15.147
51,2018-01-28 15:00,10.951
52,2018-01-28 16:00,4.647
53,2018-01-28 17:00,0.003
54,2017-12-27 0:00,1.064
55,2017-12-27 1:00,1.074
56,2017-12-27 2:00,1.061
57,2017-12-27 3:00,1.064
58,2017-12-27 4:00,1.051
59,2017-12-27 5:00,1.094
60,2017-12-27 6:00,1.084
61,2017-12-27 7:00,1.08
62,2017-12-27 8:00,1.083
63,2017-12-27 9:00,1.136
64,2017-12-27 10:00,2.803
65,2017-12-27 11:00,0.822
66,2017-12-27 12:00,1.303
67,2017-12-27 13:00,0.3
68,2017-12-27 14:00,0.053
69,2018-01-19 8:00,2.239
70,2018-01-19 9:00,27.257
71,2018-01-19 10:00,56.235
72,2018-01-19 11:00,273.779
73,2018-01-19 12:00,430.871
74,2018-01-19 13:00,428.029
75,2018-01-19 14:00,313.835
76,2018-01-19 15:00,65.647
77,2018-01-19 16:00,11.522
78,2018-01-19 17:00,0.874
79,2018-01-19 18:00,0.771
80,2018-01-19 23:00,0.783
81,2018-02-06 8:00,2.5
82,2018-02-06 9:00,15.256
83,2018-02-06 16:00,11.59
84,2018-02-06 17:00,0.916
85,2017-11-21 10:45,0.97
86,2017-11-21 11:45,23.927
87,2017-11-21 12:45,69.659
88,2017-11-21 13:45,59.172
89,2017-11-21 14:45,18.061
90,2017-11-22 8:45,12.285
91,2017-11-22 9:45,42.792
92,2017-11-22 10:45,166.551
93,2017-11-22 11:45,380.227
94,2017-11-22 12:45,399.868
95,2017-11-22 13:45,289.615
96,2017-11-23 8:45,6.638
97,2017-11-23 9:45,5.205
98,2017-11-23 10:45,16.92
99,2017-11-23 14:45,1.068
100,2017-11-24 13:45,0.893
101,2017-11-24 14:45,64.167
102,2017-11-28 13:45,89.641
103,2017-11-28 14:45,79.006
104,2017-11-28 15:45,11.576
105,2017-11-28 16:45,0.004
106,2017-11-29 7:45,1.619
107,2017-11-29 8:45,27.762
108,2017-11-29 9:45,43.091
109,2017-11-29 10:45,134.51
110,2017-11-29 11:45,332.287
111,2017-11-29 12:45,321.503
112,2017-11-29 13:45,131.944
113,2017-11-29 14:45,30.643
114,2017-11-29 15:45,5.976
115,2017-11-29 16:45,0.105
116,2017-11-29 17:45,0.112
117,2017-11-29 18:45,0.106
118,2017-11-29 19:45,0.109
119,2017-11-29 20:45,0.11
120,2017-11-29 21:45,0.112
121,2017-11-29 22:45,0.11
122,2017-11-29 23:45,0.109
123,2017-11-30 0:45,0.109
124,2017-11-30 1:45,0.109
125,2017-11-30 2:45,0.108
126,2017-11-30 3:45,0.108
127,2017-11-30 4:45,0.101
128,2017-11-30 5:45,0.108
129,2017-11-30 6:45,0.106
130,2017-11-30 7:45,1.11
131,2017-11-30 8:45,21.827
132,2017-11-30 9:45,51.886
133,2017-11-30 10:45,164.314
134,2017-11-30 11:45,60.479
135,2017-11-30 12:45,54.984
136,2017-11-30 13:45,55.161
137,2017-11-30 14:45,34.667
138,2017-11-30 15:45,10.919
139,2017-11-30 16:45,0.332
140,2017-11-30 17:45,0.338
141,2017-11-30 18:45,0.337
142,2017-11-30 19:45,0.342
143,2017-11-30 20:45,0.336
144,2017-11-30 21:45,0.347
145,2017-11-30 22:45,0.349
146,2017-11-30 23:45,0.352
147,2017-12-01 0:45,0.348
148,2017-12-01 1:45,0.344
149,2017-12-01 2:45,0.345
150,2017-12-01 3:45,0.344
151,2017-12-01 4:45,0.351
152,2017-12-01 5:45,0.357
153,2017-12-01 6:45,0.323
154,2017-12-01 7:45,1.367
155,2017-12-01 8:45,21.622
156,2017-12-01 9:45,39.502
157,2017-12-01 10:45,98.838
158,2017-12-01 11:45,267.208
159,2017-12-01 12:45,248.554
160,2017-12-01 13:45,94.619
161,2017-12-01 14:45,42.435
162,2017-12-01 15:45,7.894
163,2017-12-01 16:45,0.681
164,2017-12-01 17:45,0.679
165,2017-12-01 18:45,0.664
166,2017-12-01 19:45,0.693
167,2017-12-01 20:45,0.694
168,2017-12-01 21:45,0.715
169,2017-12-01 22:45,0.717
170,2017-12-01 23:45,0.72
171,2017-12-02 0:45,0.716
172,2017-12-02 1:45,0.715
173,2017-12-02 2:45,0.714
174,2017-12-02 3:45,0.731
175,2017-12-02 4:45,0.687
176,2017-12-02 5:45,0.718
177,2017-12-02 6:45,0.736
178,2017-12-02 7:45,4.27
179,2017-12-02 8:45,34.026
180,2017-12-02 9:45,41.204
181,2017-12-02 10:45,84.228
182,2017-12-02 11:45,248.287
183,2017-12-02 12:45,254.947
184,2017-12-02 13:45,91.436
185,2017-12-02 14:45,35.153
186,2017-12-02 15:45,7.727
187,2017-12-02 16:45,0.435
188,2017-12-02 17:45,0.406
189,2017-12-02 18:45,0.37
190,2017-12-02 19:45,0.37
191,2017-12-02 20:45,0.368
192,2017-12-02 21:45,0.361
193,2017-12-02 22:45,0.386
194,2017-12-02 23:45,0.392
195,2017-12-03 0:45,0.391
196,2017-12-03 1:45,0.4
197,2017-12-03 2:45,0.399
198,2017-12-03 3:45,0.405
199,2017-12-03 4:45,0.365
200,2017-12-03 5:45,0.398
201,2017-12-03 6:45,0.398
202,2017-12-03 7:45,0.944
203,2017-12-03 8:45,12.205
204,2017-12-03 9:45,45.544
205,2017-12-03 10:45,75.074
206,2017-12-03 11:45,215.666
207,2017-12-03 12:45,229.179
208,2017-12-03 13:45,81.082
209,2017-12-03 14:45,39.377
210,2017-12-03 15:45,7.179
211,2017-12-04 7:45,0.827
212,2017-12-04 8:45,18.64
213,2017-12-04 9:45,86.132
214,2017-12-04 10:45,111.919
215,2017-12-04 11:45,196.897
216,2017-12-04 12:45,164.127
217,2017-12-04 13:45,101.779
218,2017-12-04 14:45,45.231
219,2017-12-04 15:45,4.104
220,2017-12-05 7:45,0.638
221,2017-12-05 8:45,18.795
222,2017-12-05 9:45,40.29
223,2017-12-05 10:45,69.008
224,2017-12-05 11:45,197.615
225,2017-12-05 12:45,189.511
226,2017-12-05 13:45,65.688
227,2017-12-05 14:45,30.263
228,2017-12-05 15:45,5.788
229,2017-12-05 16:45,0.801
230,2017-12-05 17:45,0.611
231,2017-12-05 18:45,0.554
232,2017-12-05 19:45,0.582
233,2017-12-05 20:45,0.587
234,2017-12-05 21:45,0.592
235,2017-12-05 22:45,0.596
236,2017-12-05 23:45,0.595
237,2017-12-06 0:45,0.601
238,2017-12-06 1:45,0.594
239,2017-12-06 2:45,0.612
240,2017-12-06 3:45,0.593
241,2017-12-06 4:45,0.549
242,2017-12-06 5:45,0.6
243,2017-12-06 6:45,0.583
244,2017-12-06 7:45,1.153
245,2017-12-06 8:45,29.243
246,2017-12-06 9:45,76.055
247,2017-12-06 10:45,105.102
248,2017-12-06 11:45,190.463
249,2017-12-06 12:45,176.463
250,2017-12-06 13:45,98.013
251,2017-12-06 14:45,49.419
252,2017-12-06 15:45,8.385
253,2017-12-06 16:45,0.699
254,2017-12-06 17:45,0.575
255,2017-12-06 18:45,0.534
256,2017-12-06 19:45,0.56
257,2017-12-06 20:45,0.586
258,2017-12-06 21:45,0.586
259,2017-12-06 22:45,0.591
260,2017-12-06 23:45,0.582
261,2017-12-07 0:45,0.613
262,2017-12-07 1:45,0.595
263,2017-12-07 2:45,0.585
264,2017-12-07 3:45,0.59
265,2017-12-07 4:45,0.54
266,2017-12-07 5:45,0.61
267,2017-12-07 6:45,0.587
268,2017-12-07 7:45,0.85
269,2017-12-07 8:45,25.821
270,2017-12-07 9:45,57.531
271,2017-12-07 10:45,72.039
272,2017-12-07 11:45,27.978
273,2017-12-11 7:45,0.046
274,2017-12-11 8:45,12.979
275,2017-12-11 9:45,35.6
276,2017-12-11 10:45,45.901
277,2017-12-11 11:45,78.997
278,2017-12-11 12:45,70.945
279,2017-12-11 13:45,41.757
280,2017-12-11 14:45,9.708
281,2017-12-11 15:45,0.688
282,2017-12-11 16:45,0.346
283,2017-12-11 17:45,0.325
284,2017-12-11 18:45,0.206
285,2017-12-11 19:45,0.088
286,2017-12-11 20:45,0.089
287,2017-12-11 21:45,0.089
288,2017-12-11 22:45,0.092
289,2017-12-11 23:45,0.093
290,2017-12-12 0:45,0.094
291,2017-12-12 1:45,0.092
292,2017-12-12 2:45,0.094
293,2017-12-12 3:45,0.093
294,2017-12-12 4:45,0.096
295,2017-12-12 5:45,0.093
296,2017-12-12 6:45,0.091
297,2017-12-12 7:45,0.093
298,2017-12-12 8:45,6.129
299,2017-12-12 9:45,4.475
300,2017-12-12 15:45,0.166
301,2017-12-13 14:45,10.312
302,2017-12-13 15:45,3.487
303,2017-12-13 16:45,0.238
304,2017-12-13 17:45,0.23
305,2017-12-13 18:45,0.226
306,2017-12-13 19:45,0.211
307,2017-12-13 20:45,0.226
308,2017-12-13 21:45,0.23
309,2017-12-13 22:45,0.232
310,2017-12-13 23:45,0.229
311,2017-12-14 0:45,0.245
312,2017-12-14 1:45,0.232
313,2017-12-14 2:45,0.23
314,2017-12-14 3:45,0.231
315,2017-12-14 4:45,0.233
316,2017-12-14 5:45,0.231
317,2017-12-14 6:45,0.227
318,2017-12-14 7:45,0.278
319,2017-12-14 8:45,11.342
320,2017-12-14 9:45,31.714
321,2017-12-14 10:45,43.458
322,2017-12-14 11:45,77.934
323,2017-12-14 12:45,92.77
324,2017-12-14 13:45,57.414
325,2017-12-14 14:45,31.82
326,2017-12-14 15:45,2.844
327,2017-12-14 16:45,0.703
328,2017-12-14 17:45,0.777
329,2017-12-14 18:45,0.719
330,2017-12-14 19:45,0.696
331,2017-12-14 20:45,0.693
332,2017-12-14 21:45,0.694
333,2017-12-14 22:45,0.686
334,2017-12-14 23:45,0.691
335,2017-12-15 0:45,0.681
336,2017-12-15 1:45,0.673
337,2017-12-15 2:45,0.675
338,2017-12-15 3:45,0.679
339,2017-12-15 4:45,0.684
340,2017-12-15 5:45,0.696
341,2017-12-15 6:45,0.703
342,2017-12-15 7:45,0.699
343,2017-12-15 8:45,7.686
344,2017-12-15 9:45,42.688
345,2017-12-15 10:45,20.254
346,2017-12-15 11:45,91.599
347,2017-12-15 12:45,74.178
348,2017-12-15 13:45,45.415
349,2017-12-15 14:45,25.482
350,2017-12-15 15:45,3.045
351,2017-12-16 7:45,0.051
352,2017-12-16 8:45,11.642
353,2017-12-16 9:45,31.052
354,2017-12-16 10:45,40.917
355,2017-12-16 11:45,66.175
356,2017-12-16 12:45,66.756
357,2017-12-16 13:45,39.501
358,2017-12-16 14:45,23.345
359,2017-12-16 15:45,2.972
360,2017-12-16 16:45,0.118
361,2017-12-16 17:45,0.115
362,2017-12-16 18:45,0.114
363,2017-12-16 19:45,0.115
364,2017-12-16 20:45,0.116
365,2017-12-16 21:45,0.117
366,2017-12-16 22:45,0.118
367,2017-12-16 23:45,0.119
368,2017-12-17 0:45,0.114
369,2017-12-17 1:45,0.113
370,2017-12-17 2:45,0.113
371,2017-12-17 3:45,0.114
372,2017-12-17 4:45,0.117
373,2017-12-17 5:45,0.118
374,2017-12-17 6:45,0.119
375,2017-12-17 7:45,0.116
376,2017-12-17 8:45,1.396
377,2017-12-17 9:45,10.027
378,2017-12-17 10:45,17.746
379,2017-12-17 11:45,34.992
380,2017-12-17 12:45,32.131
381,2017-12-17 13:45,18.554
382,2017-12-17 14:45,29.179
383,2017-12-17 15:45,9.771
384,2017-12-18 8:45,0.364
385,2017-12-18 9:45,9.338
386,2017-12-18 10:45,30.57
387,2017-12-18 11:45,60.069
388,2017-12-18 12:45,87.801
389,2017-12-18 13:45,42.625
390,2017-12-18 14:45,22.143
391,2017-12-18 15:45,3.452
392,2017-12-18 16:45,0.321
393,2017-12-18 17:45,0.322
394,2017-12-18 18:45,0.311
395,2017-12-18 19:45,0.316
396,2017-12-18 20:45,0.322
397,2017-12-18 21:45,0.318
398,2017-12-18 22:45,0.319
399,2017-12-18 23:45,0.322
400,2017-12-19 0:45,0.325
401,2017-12-19 1:45,0.323
402,2017-12-19 2:45,0.324
403,2017-12-19 3:45,0.31
404,2017-12-19 4:45,0.317
405,2017-12-19 5:45,0.311
406,2017-12-19 6:45,0.309
407,2017-12-19 7:45,0.311
408,2017-12-19 8:45,4.889
409,2017-12-19 9:45,15.135
410,2017-12-19 10:45,16.358
411,2017-12-19 11:45,16.341
412,2017-12-19 12:45,11.96
413,2017-12-19 13:45,12.925
414,2017-12-19 14:45,4.888
415,2017-12-19 15:45,0.022
416,2017-12-20 10:45,0.635
417,2017-12-20 11:45,4.226
418,2017-12-20 12:45,3.888
419,2017-12-20 13:45,1.339
420,2017-12-20 14:45,0.133
421,2018-01-11 9:00,1.824
422,2018-01-11 10:00,7.784
423,2018-01-11 11:00,24.399
424,2018-01-11 15:00,5.157
425,2018-01-11 16:00,0.794
426,2018-01-11 17:00,0.329
427,2018-01-11 18:00,0.329
428,2018-01-11 19:00,0.322
429,2018-01-11 20:00,0.325
430,2018-01-11 21:00,0.343
431,2018-01-11 22:00,0.344
432,2018-01-11 23:00,0.346
433,2019-09-08 7:00,1.247
434,2019-09-08 8:00,6.271
435,2019-09-08 9:00,10.827
436,2019-09-08 10:00,17.257
437,2019-09-08 11:00,22.111
438,2019-09-08 12:00,22.661
439,2019-09-08 13:00,31.468
440,2018-01-04 1:00,0.109
441,2018-01-04 2:00,0.109
442,2018-01-04 3:00,0.109
443,2018-01-04 4:00,0.108
444,2018-01-04 5:00,0.11
445,2018-01-04 6:00,0.109
446,2018-01-04 7:00,0.106
447,2018-01-04 8:00,0.678
448,2018-01-04 9:00,17.889
449,2018-01-04 10:00,38.436
450,2018-01-04 11:00,60.428
451,2018-01-04 12:00,143.365
452,2018-01-04 13:00,141.917
453,2018-01-04 14:00,62.41
454,2018-01-04 15:00,34.181
455,2018-01-04 16:00,6.834
456,2018-01-04 17:00,0.416
457,2018-01-04 18:00,0.437
458,2018-01-04 19:00,0.373
459,2018-01-04 20:00,0.403
460,2018-01-04 21:00,0.406
461,2018-01-04 22:00,0.409
462,2018-01-04 23:00,0.412
463,2018-02-14 8:00,11.801
464,2018-02-14 9:00,43.209
465,2018-02-14 10:00,51.148
466,2018-02-14 11:00,90.853
467,2018-02-14 12:00,90.239
468,2018-02-14 16:00,25.858
469,2018-02-14 17:00,4.33
470,2018-02-14 18:00,0.295
471,2018-02-14 19:00,0.286
472,2018-02-14 20:00,0.296
473,2018-02-14 21:00,0.285
474,2018-02-14 22:00,0.29
475,2018-02-14 23:00,0.301
476,2017-12-18 9:00,2.055
477,2017-12-18 10:00,12.479
478,2017-12-18 11:00,38.618
479,2017-12-18 12:00,66.546
480,2017-12-18 13:00,81.846
481,2017-12-18 14:00,36.36
482,2017-12-18 15:00,17.106
483,2017-12-18 16:00,1.434
484,2017-12-18 17:00,0.318
485,2017-12-18 18:00,0.319
486,2017-12-18 19:00,0.315
487,2017-12-18 20:00,0.316
488,2017-12-18 21:00,0.322
489,2017-12-18 22:00,0.317
490,2017-12-18 23:00,0.32
491,2018-02-20 7:00,0.001
492,2018-02-20 8:00,0.546
493,2018-02-20 9:00,6.789
494,2018-02-20 10:00,15.438
495,2018-02-20 11:00,31.132
496,2018-02-26 7:00,1.566
497,2018-02-26 8:00,24.394
498,2018-02-26 9:00,78.906
499,2018-02-26 10:00,125.113
500,2018-02-26 11:00,144.334
501,2018-02-26 12:00,147.215
502,2018-02-26 13:00,146.251
503,2018-02-26 14:00,135.445
504,2018-02-26 15:00,110.56
505,2018-02-26 16:00,71.675
506,2018-02-26 17:00,21.757
507,2018-02-26 18:00,0.075
508,2017-12-02 0:00,0.72
509,2017-12-02 1:00,0.715
510,2017-12-02 2:00,0.714
511,2017-12-02 3:00,0.714
512,2017-12-02 4:00,0.705
513,2017-12-02 5:00,0.715
514,2017-12-02 6:00,0.731
515,2017-12-02 7:00,0.717
516,2017-12-02 8:00,9.557
517,2017-12-02 9:00,37.663
518,2017-12-02 10:00,44.347
519,2017-12-02 11:00,118.662
520,2017-12-02 12:00,273.983
521,2017-12-02 13:00,219.968
522,2017-12-02 14:00,64.651
523,2017-12-02 15:00,28.993
524,2017-12-02 16:00,3.416
525,2017-12-02 17:00,0.395
526,2017-12-02 18:00,0.398
527,2017-12-02 19:00,0.374
528,2017-12-02 20:00,0.371
529,2017-12-02 21:00,0.366
530,2017-12-02 22:00,0.364
531,2017-12-02 23:00,0.389
532,2018-03-04 8:00,0.179
533,2018-03-04 9:00,1.297
534,2018-03-04 10:00,3.88
535,2018-03-04 11:00,4.139
536,2018-03-04 12:00,1.524
537,2018-03-04 13:00,1.821
538,2018-03-04 14:00,5.573
539,2018-03-04 15:00,3.606
540,2018-03-04 16:00,1.659
541,2018-03-04 17:00,0.465
542,2018-03-04 18:00,0.358
543,2018-03-04 19:00,0.347
544,2018-03-04 20:00,0.358
545,2018-03-04 21:00,0.352
546,2018-03-04 22:00,0.361
547,2018-03-04 23:00,0.363
548,2017-11-22 9:00,20.961
549,2017-11-22 10:00,50.23
550,2017-11-22 11:00,236.6
551,2017-11-22 12:00,399.535
552,2017-11-22 13:00,398.994
553,2017-11-22 14:00,185.018
554,2018-01-29 8:00,0.002
555,2018-01-29 9:00,7.564
556,2018-01-29 10:00,15.06
557,2018-01-29 11:00,44.767
558,2018-01-29 12:00,366.023
559,2018-01-29 13:00,441.847
560,2018-01-29 14:00,317.416
561,2018-01-29 15:00,179.26
562,2018-01-29 16:00,33.97
563,2018-01-29 17:00,1.342
564,2018-01-20 0:00,0.785
565,2018-01-20 1:00,0.774
566,2018-01-20 2:00,0.778
567,2018-01-20 3:00,0.778
568,2018-01-20 4:00,0.775
569,2018-01-20 5:00,0.768
570,2018-01-20 6:00,0.793
571,2018-01-20 7:00,0.799
572,2018-01-20 8:00,3.085
573,2018-01-20 9:00,39.183
574,2018-01-20 10:00,85.11
575,2018-01-20 11:00,299.778
576,2018-01-20 12:00,440.188
577,2018-01-20 13:00,176.182
578,2018-01-20 14:00,71.968
579,2017-12-28 10:00,0.004
580,2017-12-28 11:00,0.071
581,2017-12-28 12:00,0.835
582,2017-12-28 13:00,0.548
583,2017-12-28 14:00,0.357
584,2017-12-28 15:00,0.244
585,2017-12-28 16:00,0.221
586,2017-12-28 17:00,0.228
587,2017-12-28 18:00,0.196
588,2017-12-28 19:00,0.225
589,2017-12-28 20:00,0.218
590,2017-12-28 21:00,0.218
591,2017-12-28 22:00,0.222
592,2017-12-28 23:00,0.221
593,2018-01-20 15:00,44.524
594,2018-01-20 16:00,24.696
595,2018-01-20 20:00,0.279
596,2018-01-20 21:00,0.283
597,2018-01-20 22:00,0.282
598,2018-01-20 23:00,0.286
599,2018-02-07 8:00,0.85
600,2018-02-07 9:00,6.463
601,2018-02-07 10:00,16.371
602,2018-02-07 11:00,29.445
603,2018-02-07 12:00,36.2
604,2018-02-07 13:00,41.144
605,2018-02-07 14:00,36.69
606,2018-02-07 15:00,18.548
607,2018-02-07 16:00,6.851
608,2018-02-07 17:00,0.106
609,2018-01-04 0:00,0.109
610,2017-12-19 0:00,0.322
611,2017-12-19 1:00,0.326
612,2017-12-19 2:00,0.324
613,2017-12-19 3:00,0.323
614,2017-12-19 4:00,0.303
615,2017-12-19 5:00,0.32
616,2017-12-19 6:00,0.311
617,2017-12-19 7:00,0.31
618,2017-12-19 8:00,0.363
619,2017-12-19 9:00,8.197
620,2017-12-19 10:00,14.783
621,2018-01-27 2:00,0.255
622,2018-01-27 3:00,0.253
623,2017-12-19 11:00,18.531
624,2017-12-19 12:00,12.81
625,2017-12-19 13:00,14.637
626,2017-12-19 14:00,11.055
627,2017-12-19 15:00,2.375
628,2018-03-09 0:00,0.359
629,2018-03-09 1:00,0.36
630,2018-03-09 2:00,0.355
631,2018-03-09 3:00,0.35
632,2018-03-09 4:00,0.35
633,2018-03-09 5:00,0.351
634,2018-03-09 6:00,0.348
635,2018-03-09 7:00,1.716
636,2018-03-09 8:00,15.565
637,2018-03-09 9:00,26.683
638,2018-03-09 10:00,19.885
639,2018-03-09 11:00,26.234
640,2018-03-09 12:00,91.252
641,2017-12-11 8:00,0.773
642,2017-12-11 9:00,19.654
643,2017-12-11 10:00,38.025
644,2017-12-11 11:00,52.049
645,2017-12-11 12:00,85.393
646,2017-12-11 13:00,60.755
647,2017-12-11 14:00,37.01
648,2017-12-11 15:00,2.274
649,2017-12-11 16:00,0.783
650,2017-12-11 17:00,0.332
651,2017-12-11 18:00,0.319
652,2017-12-11 19:00,0.153
653,2017-12-11 20:00,0.088
654,2017-12-11 21:00,0.089
655,2017-12-11 22:00,0.09
656,2017-12-11 23:00,0.092
657,2018-03-09 13:00,111.074
658,2018-03-09 14:00,119.851
659,2018-03-09 15:00,101.911
660,2018-03-09 16:00,81.68
661,2018-01-12 0:00,0.344
662,2018-01-12 1:00,0.352
663,2018-01-12 2:00,0.353
664,2018-01-12 3:00,0.35
665,2018-01-12 4:00,0.352
666,2018-01-12 5:00,0.364
667,2018-01-12 7:00,0.337
668,2018-01-12 8:00,0.348
669,2018-01-12 9:00,4.002
670,2018-01-12 10:00,9.763
671,2018-01-12 11:00,30.302
672,2018-01-12 12:00,39.958
673,2018-01-12 13:00,16.755
674,2018-01-12 14:00,10.134
675,2018-01-12 15:00,3.715
676,2018-01-12 16:00,0.061
677,2018-02-21 19:00,0.22
678,2018-02-21 20:00,0.23
679,2018-02-21 21:00,0.226
680,2018-02-21 22:00,0.23
681,2018-02-21 23:00,0.227
682,2018-02-09 23:00,0.108
683,2018-02-10 0:00,0.108
684,2018-02-10 1:00,0.108
685,2018-02-10 2:00,0.108
686,2018-01-24 14:00,259.581
687,2018-01-24 15:00,127.75
688,2018-01-24 16:00,27.266
689,2018-03-15 8:00,2.491
690,2018-03-15 9:00,6.742
691,2018-03-15 10:00,4.812
692,2018-03-15 11:00,3.849
693,2018-03-15 12:00,2.86
694,2018-03-15 13:00,1.162
695,2018-03-15 14:00,6.956
696,2018-03-15 15:00,11.046
697,2018-03-15 16:00,7.612
698,2018-03-15 17:00,5.381
699,2018-03-15 18:00,0.79
700,2018-03-20 7:00,0.158
701,2018-03-20 8:00,61.159
702,2018-03-20 9:00,246.623
703,2018-03-20 10:00,386.945
704,2018-03-20 11:00,483.696
705,2018-03-20 12:00,514.462
706,2018-03-20 13:00,507.669
707,2018-03-20 14:00,474.416
708,2018-03-20 15:00,310.362
709,2018-03-20 16:00,371.027
710,2018-03-20 17:00,199.649
711,2018-03-20 18:00,78.329
712,2018-03-20 19:00,9.967
713,2018-03-22 9:00,32.527
714,2018-03-22 10:00,68.645
715,2018-03-25 7:00,2.631
716,2018-03-25 8:00,109.882
717,2018-03-25 9:00,282.84
718,2017-12-03 0:00,0.392
719,2017-12-03 1:00,0.393
720,2017-12-03 2:00,0.401
721,2017-12-03 3:00,0.399
722,2017-12-03 4:00,0.371
723,2017-12-03 5:00,0.398
724,2017-12-03 6:00,0.399
725,2017-12-03 7:00,0.399
726,2017-12-03 8:00,2.433
727,2017-12-03 9:00,19.955
728,2017-12-03 10:00,65.069
729,2017-12-03 11:00,73.526
730,2017-12-03 12:00,254.864
731,2017-12-03 13:00,192.955
732,2017-12-03 14:00,64.935
733,2017-12-03 15:00,29.386
734,2017-12-03 16:00,3.026
735,2018-03-25 10:00,410.356
736,2018-03-25 11:00,495.211
737,2018-03-25 12:00,514.22
738,2018-03-25 13:00,514.358
739,2018-03-25 14:00,514.214
740,2018-03-25 15:00,494.411
741,2018-03-25 16:00,396.302
742,2018-03-25 17:00,248.36
743,2018-03-25 18:00,128.376
744,2018-03-25 19:00,15.949
745,2018-01-05 0:00,0.42
746,2018-01-05 1:00,0.418
747,2018-01-05 2:00,0.415
748,2018-01-05 3:00,0.418
749,2018-01-05 4:00,0.431
750,2018-01-05 5:00,0.395
751,2018-01-05 6:00,0.414
752,2018-01-05 7:00,0.402
753,2018-01-05 8:00,0.809
754,2018-01-05 9:00,16.521
755,2018-01-05 10:00,39.758
756,2018-01-05 11:00,61.923
757,2018-01-05 12:00,164.244
758,2018-01-05 13:00,161.509
759,2018-01-05 14:00,53.296
760,2018-01-05 15:00,21.323
761,2018-01-05 16:00,4.756
762,2018-01-05 17:00,0.178
763,2018-01-05 18:00,0.191
764,2018-01-05 19:00,0.174
765,2018-01-05 20:00,0.174
766,2018-01-05 21:00,0.177
767,2018-01-05 22:00,0.177
768,2018-01-05 23:00,0.181
769,2018-03-30 9:00,39.091
770,2018-03-30 10:00,79.588
771,2018-03-30 11:00,120.991
772,2018-03-30 12:00,105.692
773,2018-03-30 13:00,99.737
774,2018-03-30 14:00,130.661
775,2018-03-30 15:00,205.077
776,2018-03-30 16:00,214.694
777,2018-03-30 17:00,115.651
778,2018-03-30 18:00,39.28
779,2018-03-30 19:00,8.487
780,2018-03-31 7:00,0.089
781,2018-03-31 8:00,9.503
782,2018-03-31 9:00,32.767
783,2018-03-31 10:00,60.861
784,2018-03-31 11:00,82.14
785,2018-03-31 12:00,118.744
786,2018-03-31 13:00,319.375
787,2018-03-31 14:00,508.981
788,2018-03-31 15:00,510.06
789,2018-03-31 16:00,440.631
790,2018-03-31 17:00,299.941
791,2018-03-31 18:00,135.444
792,2018-03-31 19:00,25.295
793,2018-03-31 20:00,0.822
794,2018-03-31 21:00,0.627
795,2018-03-31 22:00,0.654
796,2018-03-31 23:00,0.626
797,2018-04-03 13:00,513.708
798,2018-04-03 14:00,512.438
799,2018-04-03 15:00,510.694
800,2018-04-03 17:00,227.851
801,2018-04-03 18:00,133.5
802,2018-04-03 19:00,31.951
803,2018-04-05 0:00,0.109
804,2018-04-05 1:00,0.109
805,2018-04-05 2:00,0.109
806,2018-04-05 3:00,0.036
807,2018-04-05 7:00,3.579
808,2018-04-05 8:00,25.21
809,2018-04-05 9:00,84.771
810,2018-04-05 10:00,315.039
811,2018-04-05 11:00,479.141
812,2018-04-05 12:00,508.799
813,2018-04-05 13:00,509.983
814,2018-04-05 14:00,471.59
815,2018-04-05 15:00,431.89
816,2018-04-05 16:00,245.137
817,2018-04-05 17:00,237.626
818,2018-04-05 18:00,94.185
819,2018-04-05 19:00,24.042
820,2017-12-20 11:00,1.388
821,2017-12-20 12:00,4.599
822,2017-12-20 13:00,3.337
823,2017-12-20 14:00,0.837
